,Unnamed: 0,video,audio,label,center,pred,posScore
134,134,speaker184_0005,speaker159_0000,0,25,0,0.00018339815
135,135,speaker062_0002,speaker057_0032,0,4,0,0.0003214609
136,136,speaker210_0002,speaker210_0002,1,23,1,0.9963993
137,137,speaker150_0002,speaker150_0000,0,33,0,0.00024790762
138,138,speaker300_0000,speaker300_0000,0,67,0,0.00013512744
139,139,speaker285_0005,speaker285_0005,1,48,0,0.0006657801
140,140,speaker210_0000,speaker210_0000,0,51,0,0.0006130821
141,141,speaker138_0030,speaker283_0004,0,38,0,0.00016417519
142,142,speaker146_0002,speaker146_0002,1,36,0,0.012962082
143,143,speaker218_0005,speaker218_0005,0,14,0,0.00026635863
144,144,speaker297_0005,speaker297_0005,1,24,1,0.99148786
145,145,speaker198_0001,speaker198_0001,1,21,1,0.99751675
146,146,speaker193_0000,speaker193_0000,1,25,1,0.9994277
147,147,speaker291_0003,speaker291_0003,0,46,0,0.00013772777
148,148,speaker310_0008,speaker310_0004,0,19,0,0.00021653832
149,149,speaker201_0000,speaker201_0000,1,13,1,0.52560866
150,150,speaker118_0000,speaker118_0000,0,12,0,0.0001869803
151,151,speaker136_0001,speaker103_0004,0,17,0,0.0033434231
152,152,speaker328_0001,speaker328_0001,1,36,1,0.9992663
153,153,speaker127_0001,speaker127_0001,0,46,0,0.00014881731
154,154,speaker256_0000,speaker116_0000,0,103,0,0.00014995193
155,155,speaker235_0001,speaker235_0001,1,59,1,0.999412
156,156,speaker046_0005,speaker046_0005,1,34,1,0.9997721
157,157,speaker319_0000,speaker319_0003,0,165,0,0.00013392784
158,158,speaker232_0002,speaker232_0003,0,13,0,0.0003068117
159,159,speaker212_0010,speaker212_0010,1,104,1,0.9949877
160,160,speaker168_0001,speaker168_0001,1,7,1,0.99974495
161,161,speaker201_0008,speaker201_0008,1,123,1,0.793165
162,162,speaker184_0003,speaker112_0000,0,33,0,0.00022201547
163,163,speaker328_0003,speaker328_0003,1,2,1,0.9998117
164,164,speaker134_0000,speaker134_0000,0,43,0,0.0001243048
165,165,speaker314_0013,speaker314_0005,0,36,0,0.00040195687
166,166,speaker135_0000,speaker146_0000,0,58,0,0.00015388361
167,167,speaker112_0000,speaker112_0000,1,137,1,0.9997967
168,168,speaker261_0000,speaker261_0000,0,12,0,0.00065425754
169,169,speaker212_0016,speaker298_0001,0,43,0,0.00016197033
170,170,speaker174_0004,speaker174_0004,0,34,0,0.00015349082
171,171,speaker224_0008,speaker224_0028,0,5,0,0.00019909033
172,172,speaker069_0001,speaker069_0001,1,52,0,0.00077162235
173,173,speaker052_0003,speaker052_0003,0,95,0,0.00014410737
174,174,speaker270_0008,speaker270_0008,1,208,1,0.99839157
175,175,speaker306_0001,speaker306_0001,1,55,1,0.99983615
176,176,speaker210_0002,speaker126_0001,0,1,0,0.00012531994
177,177,speaker314_0010,speaker314_0011,0,29,0,0.00016061445
178,178,speaker278_0000,speaker235_0000,0,36,0,0.00016897255
179,179,speaker285_0001,speaker285_0002,0,53,0,0.0005990907
180,180,speaker134_0003,speaker263_0001,0,48,0,0.00020414915
181,181,speaker273_0004,speaker273_0004,0,10,0,0.00013402589
182,182,speaker139_0011,speaker318_0000,0,2,0,0.0002442088
183,183,speaker249_0000,speaker249_0000,1,6,1,0.99639016
184,184,speaker113_0000,speaker113_0000,1,15,1,0.9998455
185,185,speaker073_0000,speaker073_0000,1,66,1,0.9995765
186,186,speaker311_0000,speaker311_0000,0,8,0,0.00023324617
187,187,speaker018_0010,speaker305_0002,0,17,0,0.0001900068
188,188,speaker134_0000,speaker134_0000,0,35,0,0.00015475153
189,189,speaker303_0004,speaker303_0004,1,10,1,0.9998481
190,190,speaker116_0000,speaker116_0000,1,0,1,0.9995762
191,191,speaker048_0009,speaker048_0007,0,28,0,0.00018297012
192,192,speaker305_0000,speaker305_0000,1,86,1,0.99953496
193,193,speaker111_0000,speaker111_0000,1,26,0,0.1101351
194,194,speaker077_0001,speaker077_0002,0,38,0,0.0059742695
195,195,speaker210_0000,speaker210_0000,1,109,1,0.9716858
196,196,speaker302_0001,speaker302_0001,1,41,1,0.99963444
197,197,speaker004_0006,speaker004_0006,1,127,1,0.9997793
198,198,speaker141_0003,speaker141_0003,1,32,1,0.999734
199,199,speaker321_0003,speaker321_0003,1,36,1,0.7972422
200,200,speaker257_0003,speaker257_0003,0,165,0,0.00022537705
201,201,speaker134_0002,speaker234_0006,0,9,0,0.00033147438
202,202,speaker207_0000,speaker074_0011,0,43,0,0.00028434285
203,203,speaker049_0016,speaker049_0016,1,57,1,0.98658997
204,204,speaker278_0000,speaker278_0001,0,61,0,0.0001988753
205,205,speaker305_0001,speaker305_0001,1,18,1,0.9961973
206,206,speaker164_0006,speaker164_0004,0,0,0,0.0001103329
207,207,speaker242_0000,speaker242_0000,1,18,1,0.694141
208,208,speaker155_0003,speaker155_0003,0,16,0,0.00071106193
209,209,speaker127_0002,speaker127_0002,1,24,1,0.92143226
210,210,speaker295_0001,speaker295_0001,1,92,1,0.7819266
211,211,speaker249_0000,speaker249_0000,1,19,1,0.99963254
212,212,speaker074_0026,speaker074_0010,0,37,0,0.00015031705
213,213,speaker285_0002,speaker285_0002,1,27,0,0.0014235022
214,214,speaker254_0005,speaker254_0005,1,1,1,0.99962866
215,215,speaker302_0003,speaker302_0003,1,80,1,0.9998403
216,216,speaker068_0006,speaker068_0006,1,15,0,0.4883993
217,217,speaker208_0005,speaker208_0027,0,11,0,0.0002549404
218,218,speaker184_0018,speaker184_0002,0,43,0,0.00018351249
219,219,speaker144_0001,speaker144_0001,1,0,1,0.6956528
220,220,speaker185_0011,speaker185_0011,1,47,1,0.9998626
221,221,speaker057_0033,speaker057_0015,0,15,0,0.0006975026
222,222,speaker207_0001,speaker207_0001,1,29,0,0.28079465
223,223,speaker189_0004,speaker150_0000,0,24,0,0.0001393885
224,224,speaker163_0002,speaker163_0002,1,35,1,0.99981993
225,225,speaker141_0000,speaker141_0000,1,50,1,0.69996446
226,226,speaker278_0001,speaker278_0001,0,28,0,0.0001206743
227,227,speaker164_0001,speaker164_0001,1,41,1,0.9998696
228,228,speaker039_0004,speaker039_0001,0,7,0,0.00024320891
229,229,speaker141_0001,speaker141_0003,0,48,0,0.00016586488
230,230,speaker146_0001,speaker146_0001,1,0,1,0.99935174
231,231,speaker298_0005,speaker298_0000,0,67,0,0.00032376463
232,232,speaker311_0001,speaker311_0001,1,26,0,0.19445194
233,233,speaker309_0004,speaker309_0004,1,95,1,0.99584305
234,234,speaker103_0000,speaker103_0000,0,116,0,0.00017136977
235,235,speaker095_0000,speaker095_0000,1,116,1,0.9996157
236,236,speaker249_0000,speaker249_0000,1,63,1,0.9977133
237,237,speaker274_0006,speaker274_0006,0,56,0,0.0002821202
238,238,speaker256_0002,speaker256_0002,0,99,0,0.00016560245
239,239,speaker068_0006,speaker068_0006,1,80,1,0.9411387
240,240,speaker047_0019,speaker047_0019,0,23,0,0.00012425166
241,241,speaker046_0005,speaker267_0001,0,47,0,0.0008751354
242,242,speaker145_0004,speaker145_0004,1,86,1,0.9997357
243,243,speaker242_0002,speaker242_0002,1,44,0,0.49171978
244,244,speaker014_0007,speaker014_0014,0,56,0,0.00013906621
245,245,speaker068_0002,speaker068_0002,0,134,0,0.00015261504
246,246,speaker227_0000,speaker274_0008,0,27,0,0.00024029172
247,247,speaker313_0001,speaker313_0001,1,27,1,0.99978864
248,248,speaker295_0001,speaker295_0000,0,78,0,0.00024352985
249,249,speaker185_0006,speaker185_0007,0,171,0,0.00014226123
250,250,speaker134_0003,speaker134_0003,1,34,1,0.94686794
251,251,speaker300_0000,speaker300_0000,0,29,0,0.00013482252
252,252,speaker299_0002,speaker318_0000,0,98,0,0.00016233683
253,253,speaker152_0005,speaker152_0005,1,21,1,0.99969214
254,254,speaker224_0018,speaker224_0018,1,23,1,0.73499846
255,255,speaker224_0005,speaker224_0005,1,157,1,0.99976593
256,256,speaker267_0001,speaker201_0007,0,5,0,0.00013875564
257,257,speaker196_0000,speaker196_0000,1,21,1,0.9991126
258,258,speaker197_0008,speaker197_0008,1,28,1,0.9084491
259,259,speaker328_0001,speaker139_0009,0,39,0,0.00012765531
260,260,speaker116_0000,speaker116_0000,0,12,0,0.00018658537
261,261,speaker282_0010,speaker282_0010,1,94,1,0.86229694
262,262,speaker310_0007,speaker310_0005,0,11,0,0.0012227494
263,263,speaker005_0023,speaker005_0013,0,122,0,0.0003203302
264,264,speaker210_0002,speaker210_0002,0,70,0,0.00018993187
265,265,speaker295_0000,speaker295_0000,0,127,0,0.00020927303
266,266,speaker197_0001,speaker197_0001,0,17,0,0.0003166352
267,267,speaker300_0000,speaker300_0000,0,110,0,0.00024214211
268,268,speaker006_0022,speaker006_0022,1,49,1,0.99935675
269,269,speaker018_0010,speaker018_0010,1,25,1,0.99981314
270,270,speaker270_0004,speaker249_0000,0,43,0,0.00016751594
271,271,speaker188_0001,speaker188_0001,0,111,0,0.00014542366
272,272,speaker212_0008,speaker212_0020,0,35,0,0.00016329944
273,273,speaker052_0021,speaker052_0003,0,25,0,0.00017484439
274,274,speaker014_0002,speaker139_0008,0,110,0,0.00028993003
275,275,speaker242_0003,speaker242_0002,0,7,0,0.00017828813
276,276,speaker218_0004,speaker218_0004,1,12,1,0.9998679
277,277,speaker116_0000,speaker116_0000,0,3,0,0.00014797311
278,278,speaker274_0001,speaker263_0001,0,74,0,0.00014824697
279,279,speaker232_0002,speaker232_0002,0,17,0,0.00014312296
280,280,speaker309_0001,speaker309_0001,0,71,0,0.00020518874
281,281,speaker228_0001,speaker228_0001,1,87,0,0.17781395
282,282,speaker328_0004,speaker159_0000,0,120,0,0.0013808124
283,283,speaker062_0002,speaker062_0002,1,75,1,0.9979607
284,284,speaker318_0001,speaker318_0001,1,30,0,0.06729234
285,285,speaker189_0007,speaker189_0007,1,45,0,0.004495071
286,286,speaker299_0000,speaker299_0000,1,86,1,0.9975628
287,287,speaker282_0003,speaker282_0002,0,79,0,0.00016034329
288,288,speaker136_0001,speaker136_0000,0,21,0,0.0006210997
289,289,speaker274_0001,speaker274_0001,0,12,0,0.00015762172
290,290,speaker146_0001,speaker146_0001,1,143,1,0.9997398
291,291,speaker145_0005,speaker138_0024,0,28,0,0.00037929256
292,292,speaker310_0001,speaker310_0001,1,6,1,0.99969405
293,293,speaker046_0002,speaker046_0000,0,23,0,0.00014906537
294,294,speaker283_0001,speaker283_0004,0,120,0,0.00077092677
295,295,speaker134_0001,speaker090_0000,0,17,0,0.00013555384
296,296,speaker139_0008,speaker139_0008,1,97,1,0.9691541
297,297,speaker319_0000,speaker319_0000,1,96,1,0.999866
298,298,speaker047_0012,speaker047_0012,1,54,1,0.9995802
299,299,speaker212_0020,speaker234_0022,0,189,0,0.00021830462
300,300,speaker246_0000,speaker188_0000,0,59,0,0.00027963414
301,301,speaker235_0002,speaker064_0001,0,40,0,0.00037552
302,302,speaker155_0003,speaker155_0005,0,16,0,0.00016213395
303,303,speaker127_0003,speaker127_0003,1,10,1,0.9488224
304,304,speaker261_0000,speaker169_0003,0,9,0,0.00018177241
305,305,speaker292_0011,speaker292_0011,1,118,1,0.99441135
306,306,speaker113_0000,speaker113_0000,0,28,0,0.00015459664
307,307,speaker204_0002,speaker127_0004,0,5,0,0.00025353316
308,308,speaker295_0001,speaker268_0002,0,62,0,0.00013805357
309,309,speaker313_0004,speaker313_0004,0,84,0,0.00017472549
310,310,speaker077_0003,speaker077_0001,0,40,0,0.00017442115
311,311,speaker113_0000,speaker113_0000,1,8,1,0.9997783
312,312,speaker059_0001,speaker059_0001,1,33,0,0.4811637
313,313,speaker247_0004,speaker247_0004,1,30,1,0.999735
314,314,speaker207_0003,speaker207_0003,1,48,1,0.9994395
315,315,speaker246_0000,speaker246_0000,1,33,0,0.004848125
316,316,speaker057_0027,speaker057_0027,1,35,1,0.99955815
317,317,speaker052_0009,speaker052_0009,1,11,1,0.9984635
318,318,speaker254_0001,speaker254_0001,1,174,1,0.9913393
319,319,speaker212_0006,speaker212_0006,1,40,1,0.7621864
320,320,speaker224_0002,speaker224_0002,1,14,1,0.99977356
321,321,speaker207_0002,speaker207_0002,1,19,1,0.9863764
322,322,speaker319_0001,speaker319_0000,0,48,0,0.0011485809
323,323,speaker272_0000,speaker272_0000,1,8,1,0.99984425
324,324,speaker150_0000,speaker150_0002,0,14,0,0.00017581113
325,325,speaker116_0000,speaker116_0000,1,13,1,0.9998024
326,326,speaker267_0001,speaker267_0001,0,9,0,0.00016559556
327,327,speaker014_0018,speaker014_0004,0,7,0,0.0002483348
328,328,speaker300_0000,speaker141_0002,0,122,0,0.00022780435
329,329,speaker148_0001,speaker148_0000,0,27,0,0.00037673308
330,330,speaker196_0001,speaker196_0001,1,11,1,0.9997677
331,331,speaker272_0001,speaker272_0002,0,58,0,0.0060125077
332,332,speaker109_0001,speaker282_0006,0,25,0,0.00017381266
333,333,speaker092_0000,speaker092_0000,1,10,1,0.99799395
334,334,speaker274_0008,speaker274_0008,1,58,1,0.99980265
335,335,speaker303_0005,speaker303_0005,1,85,1,0.97874737
336,336,speaker291_0002,speaker291_0002,1,50,1,0.9990596
337,337,speaker139_0008,speaker139_0006,0,23,0,0.0003671677
338,338,speaker249_0000,speaker249_0000,1,39,1,0.92412925
339,339,speaker138_0013,speaker138_0013,1,9,1,0.99984956
340,340,speaker299_0005,speaker299_0001,0,97,0,0.00019279262
341,341,speaker049_0029,speaker049_0029,0,46,0,0.00012346324
342,342,speaker040_0001,speaker278_0000,0,13,0,0.00024451056
343,343,speaker282_0013,speaker282_0013,1,31,1,0.9984614
344,344,speaker110_0000,speaker110_0000,1,2,1,0.9970061
345,345,speaker102_0001,speaker102_0001,1,37,1,0.98353326
346,346,speaker116_0000,speaker116_0000,0,48,0,0.00016809032
347,347,speaker188_0007,speaker188_0007,0,31,0,0.00035043084
348,348,speaker062_0003,speaker062_0003,0,27,0,0.0006862682
349,349,speaker199_0005,speaker199_0005,1,54,1,0.9943687
350,350,speaker228_0001,speaker228_0001,1,50,0,0.111495435
351,351,speaker159_0000,speaker159_0000,1,24,1,0.99937963
352,352,speaker014_0015,speaker014_0015,1,92,1,0.9991167
353,353,speaker185_0011,speaker185_0011,0,3,0,0.00019511364
354,354,speaker218_0003,speaker218_0005,0,7,0,0.000373661
355,355,speaker069_0003,speaker046_0004,0,3,0,0.00019154602
356,356,speaker095_0000,speaker095_0000,1,120,1,0.98553663
357,357,speaker052_0005,speaker306_0001,0,47,0,0.00067037734
358,358,speaker210_0002,speaker210_0000,0,23,0,0.00034081418
359,359,speaker234_0001,speaker234_0001,1,71,0,0.4585722
360,360,speaker261_0000,speaker261_0000,1,4,1,0.99607867
361,361,speaker049_0016,speaker049_0016,1,74,1,0.9928959
362,362,speaker092_0000,speaker092_0001,0,3,0,0.00017856216
363,363,speaker166_0009,speaker166_0009,1,25,0,0.004458233
364,364,speaker263_0000,speaker263_0000,1,40,0,0.028819436
365,365,speaker144_0002,speaker144_0002,1,14,1,0.9883387
366,366,speaker299_0004,speaker299_0004,1,91,0,0.10473175
367,367,speaker062_0001,speaker062_0001,0,24,0,0.0008856357
368,368,speaker274_0002,speaker274_0002,1,54,1,0.99976796
369,369,speaker090_0000,speaker090_0000,0,35,0,0.00014099258
370,370,speaker046_0002,speaker046_0007,0,6,0,0.00020786682
371,371,speaker076_0003,speaker076_0004,0,4,0,0.00022051975
372,372,speaker061_0031,speaker061_0022,0,83,0,0.00016521283
373,373,speaker040_0011,speaker040_0011,1,138,1,0.99972385
374,374,speaker316_0007,speaker316_0000,0,15,0,0.00019873299
375,375,speaker166_0006,speaker166_0006,1,5,1,0.9975019
376,376,speaker298_0007,speaker298_0003,0,7,0,0.0001453897
377,377,speaker328_0001,speaker328_0001,1,35,1,0.93402857
378,378,speaker061_0014,speaker061_0014,1,7,1,0.99985
379,379,speaker047_0006,speaker047_0020,0,10,0,0.00025285134
380,380,speaker235_0000,speaker235_0002,0,12,0,0.000393878
381,381,speaker111_0002,speaker064_0001,0,158,0,0.00018312322
382,382,speaker047_0023,speaker047_0023,1,15,1,0.9600732
383,383,speaker318_0000,speaker318_0000,0,66,0,0.0001702678
384,384,speaker076_0003,speaker076_0003,1,90,0,0.0035832748
385,385,speaker224_0034,speaker224_0034,1,130,1,0.99983984
386,386,speaker272_0002,speaker272_0002,1,63,1,0.99973303
387,387,speaker076_0003,speaker076_0003,0,25,0,0.00019912535
388,388,speaker313_0008,speaker313_0008,1,69,1,0.9998532
389,389,speaker090_0000,speaker212_0001,0,133,0,0.00018185966
390,390,speaker144_0001,speaker144_0003,0,59,0,0.00015421402
391,391,speaker113_0000,speaker113_0000,1,38,1,0.99954593
392,392,speaker016_0000,speaker016_0000,1,48,1,0.9998033
393,393,speaker069_0002,speaker199_0006,0,153,0,0.0010381928
394,394,speaker319_0001,speaker319_0000,0,74,0,0.00014361161
395,395,speaker274_0015,speaker309_0003,0,109,0,0.00018323201
396,396,speaker196_0000,speaker196_0000,1,48,1,0.98625046
397,397,speaker139_0006,speaker066_0004,0,22,0,0.003706477
398,398,speaker282_0006,speaker282_0006,1,79,1,0.99900985
399,399,speaker296_0004,speaker296_0004,1,20,1,0.9972283
400,400,speaker303_0002,speaker274_0017,0,101,0,0.00039678375
401,401,speaker310_0000,speaker310_0007,0,43,0,0.00019423445
402,402,speaker198_0002,speaker198_0001,0,47,0,0.00034884992
403,403,speaker014_0014,speaker014_0000,0,46,0,0.00018085373
404,404,speaker228_0001,speaker228_0001,1,108,1,0.9162327
405,405,speaker204_0002,speaker204_0002,0,49,0,0.0001488193
406,406,speaker005_0011,speaker005_0011,0,13,0,0.0001671282
407,407,speaker144_0001,speaker144_0003,0,10,0,0.00015232745
408,408,speaker232_0002,speaker232_0002,1,12,1,0.9994913
409,409,speaker302_0002,speaker302_0002,1,13,1,0.9998587
410,410,speaker292_0014,speaker292_0014,0,35,0,0.038542937
411,411,speaker090_0000,speaker257_0005,0,82,0,0.036355484
412,412,speaker039_0003,speaker039_0003,1,4,1,0.9997551
413,413,speaker290_0001,speaker290_0001,1,76,1,0.9915242
414,414,speaker185_0008,speaker185_0008,0,45,0,0.00012505129
415,415,speaker191_0031,speaker074_0009,0,133,0,0.07397356
416,416,speaker116_0000,speaker116_0000,1,19,1,0.99908394
417,417,speaker232_0001,speaker232_0001,0,50,0,0.00013870129
418,418,speaker136_0000,speaker189_0009,0,7,0,0.001838745
419,419,speaker184_0006,speaker168_0000,0,17,0,0.00018058502
420,420,speaker141_0005,speaker141_0000,0,11,0,0.00018167018
421,421,speaker094_0003,speaker094_0003,1,87,0,0.0017597586
422,422,speaker143_0013,speaker143_0013,1,51,0,0.12103463
423,423,speaker169_0005,speaker169_0005,1,12,1,0.9959531
424,424,speaker207_0003,speaker207_0003,1,3,1,0.99974346
425,425,speaker118_0000,speaker118_0000,0,49,0,0.00015088657
426,426,speaker059_0001,speaker059_0001,1,62,1,0.9995876
427,427,speaker057_0010,speaker103_0005,0,20,0,0.00021722494
428,428,speaker004_0033,speaker004_0033,1,7,1,0.99937755
