,Unnamed: 0,video,audio,label,center,Prediction
97,97,speaker018_0001,speaker018_0001,1,34,1
98,98,speaker147_0001,speaker147_0001,0,26,0
99,99,speaker110_0000,speaker090_0000,0,10,0
100,100,speaker106_0003,speaker106_0003,0,24,0
101,101,speaker164_0001,speaker164_0001,1,2,1
102,102,speaker144_0000,speaker144_0000,1,55,1
103,103,speaker112_0001,speaker112_0001,1,82,1
104,104,speaker018_0015,speaker018_0015,1,52,1
105,105,speaker141_0003,speaker141_0003,0,25,0
106,106,speaker295_0002,speaker295_0002,0,35,0
107,107,speaker134_0002,speaker235_0002,0,23,0
108,108,speaker066_0013,speaker066_0013,1,52,1
109,109,speaker218_0009,speaker257_0006,0,65,0
110,110,speaker247_0001,speaker247_0001,1,50,1
111,111,speaker230_0005,speaker230_0005,1,81,1
112,112,speaker300_0000,speaker300_0000,0,69,0
113,113,speaker069_0002,speaker069_0001,0,190,0
114,114,speaker064_0001,speaker064_0001,1,53,1
115,115,speaker135_0000,speaker135_0000,0,27,0
116,116,speaker319_0003,speaker319_0003,0,19,0
117,117,speaker068_0013,speaker068_0013,1,2,1
118,118,speaker144_0003,speaker144_0003,1,21,1
119,119,speaker298_0007,speaker298_0007,1,27,0
120,120,speaker193_0001,speaker193_0001,1,45,1
121,121,speaker205_0001,speaker282_0010,0,12,0
122,122,speaker247_0000,speaker247_0000,1,7,1
123,123,speaker267_0000,speaker267_0000,0,43,0
124,124,speaker150_0001,speaker268_0002,0,58,0
125,125,speaker189_0003,speaker189_0006,0,113,0
126,126,speaker106_0002,speaker106_0002,1,54,1
127,127,speaker016_0009,speaker016_0009,1,122,1
128,128,speaker164_0003,speaker164_0003,1,28,1
129,129,speaker287_0002,speaker287_0002,1,92,1
130,130,speaker247_0001,speaker247_0001,1,22,1
131,131,speaker184_0005,speaker184_0019,0,49,0
132,132,speaker163_0004,speaker306_0002,0,64,0
133,133,speaker039_0000,speaker039_0000,1,29,1
134,134,speaker184_0005,speaker159_0000,0,25,0
135,135,speaker062_0002,speaker057_0032,0,4,0
136,136,speaker210_0002,speaker210_0002,1,23,1
137,137,speaker150_0002,speaker150_0000,0,33,0
138,138,speaker300_0000,speaker300_0000,0,67,0
139,139,speaker285_0005,speaker285_0005,1,48,0
140,140,speaker210_0000,speaker210_0000,0,51,0
141,141,speaker138_0030,speaker283_0004,0,38,0
142,142,speaker146_0002,speaker146_0002,1,36,1
143,143,speaker218_0005,speaker218_0005,0,14,0
144,144,speaker297_0005,speaker297_0005,1,24,1
145,145,speaker198_0001,speaker198_0001,1,21,1
146,146,speaker193_0000,speaker193_0000,1,25,1
147,147,speaker291_0003,speaker291_0003,0,46,0
148,148,speaker310_0008,speaker310_0004,0,19,0
149,149,speaker201_0000,speaker201_0000,1,13,1
150,150,speaker118_0000,speaker118_0000,0,12,0
151,151,speaker136_0001,speaker103_0004,0,17,0
152,152,speaker328_0001,speaker328_0001,1,36,1
153,153,speaker127_0001,speaker127_0001,0,46,0
154,154,speaker256_0000,speaker116_0000,0,103,0
155,155,speaker235_0001,speaker235_0001,1,59,1
156,156,speaker046_0005,speaker046_0005,1,34,1
157,157,speaker319_0000,speaker319_0003,0,165,0
158,158,speaker232_0002,speaker232_0003,0,13,0
159,159,speaker212_0010,speaker212_0010,1,104,1
160,160,speaker168_0001,speaker168_0001,1,7,1
161,161,speaker201_0008,speaker201_0008,1,123,1
162,162,speaker184_0003,speaker112_0000,0,33,0
163,163,speaker328_0003,speaker328_0003,1,2,1
164,164,speaker134_0000,speaker134_0000,0,43,0
165,165,speaker314_0013,speaker314_0005,0,36,0
166,166,speaker135_0000,speaker146_0000,0,58,0
167,167,speaker112_0000,speaker112_0000,1,137,1
168,168,speaker261_0000,speaker261_0000,0,12,0
169,169,speaker212_0016,speaker298_0001,0,43,0
170,170,speaker174_0004,speaker174_0004,0,34,0
171,171,speaker224_0008,speaker224_0028,0,5,0
172,172,speaker069_0001,speaker069_0001,1,52,0
173,173,speaker052_0003,speaker052_0003,0,95,0
174,174,speaker270_0008,speaker270_0008,1,208,1
175,175,speaker306_0001,speaker306_0001,1,55,1
176,176,speaker210_0002,speaker126_0001,0,1,0
177,177,speaker314_0010,speaker314_0011,0,29,0
178,178,speaker278_0000,speaker235_0000,0,36,0
179,179,speaker285_0001,speaker285_0002,0,53,0
180,180,speaker134_0003,speaker263_0001,0,48,0
181,181,speaker273_0004,speaker273_0004,0,10,0
182,182,speaker139_0011,speaker318_0000,0,2,0
183,183,speaker249_0000,speaker249_0000,1,6,1
184,184,speaker113_0000,speaker113_0000,1,15,1
185,185,speaker073_0000,speaker073_0000,1,66,1
186,186,speaker311_0000,speaker311_0000,0,8,0
187,187,speaker018_0010,speaker305_0002,0,17,0
188,188,speaker134_0000,speaker134_0000,0,35,0
189,189,speaker303_0004,speaker303_0004,1,10,1
190,190,speaker116_0000,speaker116_0000,1,0,1
191,191,speaker048_0009,speaker048_0007,0,28,0
192,192,speaker305_0000,speaker305_0000,1,86,1
193,193,speaker111_0000,speaker111_0000,1,26,1
194,194,speaker077_0001,speaker077_0002,0,38,0
195,195,speaker210_0000,speaker210_0000,1,109,1
196,196,speaker302_0001,speaker302_0001,1,41,1
197,197,speaker004_0006,speaker004_0006,1,127,1
198,198,speaker141_0003,speaker141_0003,1,32,1
199,199,speaker321_0003,speaker321_0003,1,36,1
200,200,speaker257_0003,speaker257_0003,0,165,0
201,201,speaker134_0002,speaker234_0006,0,9,0
202,202,speaker207_0000,speaker074_0011,0,43,0
203,203,speaker049_0016,speaker049_0016,1,57,1
204,204,speaker278_0000,speaker278_0001,0,61,0
205,205,speaker305_0001,speaker305_0001,1,18,1
206,206,speaker164_0006,speaker164_0004,0,0,0
207,207,speaker242_0000,speaker242_0000,1,18,1
208,208,speaker155_0003,speaker155_0003,0,16,0
209,209,speaker127_0002,speaker127_0002,1,24,1
210,210,speaker295_0001,speaker295_0001,1,92,1
211,211,speaker249_0000,speaker249_0000,1,19,1
212,212,speaker074_0026,speaker074_0010,0,37,0
213,213,speaker285_0002,speaker285_0002,1,27,1
214,214,speaker254_0005,speaker254_0005,1,1,1
215,215,speaker302_0003,speaker302_0003,1,80,1
216,216,speaker068_0006,speaker068_0006,1,15,1
217,217,speaker208_0005,speaker208_0027,0,11,0
218,218,speaker184_0018,speaker184_0002,0,43,0
219,219,speaker144_0001,speaker144_0001,1,0,1
220,220,speaker185_0011,speaker185_0011,1,47,1
221,221,speaker057_0033,speaker057_0015,0,15,0
222,222,speaker207_0001,speaker207_0001,1,29,1
223,223,speaker189_0004,speaker150_0000,0,24,0
224,224,speaker163_0002,speaker163_0002,1,35,1
225,225,speaker141_0000,speaker141_0000,1,50,1
226,226,speaker278_0001,speaker278_0001,0,28,0
227,227,speaker164_0001,speaker164_0001,1,41,1
228,228,speaker039_0004,speaker039_0001,0,7,0
229,229,speaker141_0001,speaker141_0003,0,48,0
230,230,speaker146_0001,speaker146_0001,1,0,1
231,231,speaker298_0005,speaker298_0000,0,67,0
232,232,speaker311_0001,speaker311_0001,1,26,1
233,233,speaker309_0004,speaker309_0004,1,95,1
234,234,speaker103_0000,speaker103_0000,0,116,0
235,235,speaker095_0000,speaker095_0000,1,116,1
236,236,speaker249_0000,speaker249_0000,1,63,1
237,237,speaker274_0006,speaker274_0006,0,56,0
238,238,speaker256_0002,speaker256_0002,0,99,0
239,239,speaker068_0006,speaker068_0006,1,80,1
240,240,speaker047_0019,speaker047_0019,0,23,0
241,241,speaker046_0005,speaker267_0001,0,47,0
242,242,speaker145_0004,speaker145_0004,1,86,1
243,243,speaker242_0002,speaker242_0002,1,44,1
244,244,speaker014_0007,speaker014_0014,0,56,0
245,245,speaker068_0002,speaker068_0002,0,134,0
246,246,speaker227_0000,speaker274_0008,0,27,0
247,247,speaker313_0001,speaker313_0001,1,27,1
248,248,speaker295_0001,speaker295_0000,0,78,0
249,249,speaker185_0006,speaker185_0007,0,171,0
250,250,speaker134_0003,speaker134_0003,1,34,1
251,251,speaker300_0000,speaker300_0000,0,29,0
252,252,speaker299_0002,speaker318_0000,0,98,0
253,253,speaker152_0005,speaker152_0005,1,21,1
254,254,speaker224_0018,speaker224_0018,1,23,1
255,255,speaker224_0005,speaker224_0005,1,157,1
256,256,speaker267_0001,speaker201_0007,0,5,0
257,257,speaker196_0000,speaker196_0000,1,21,1
258,258,speaker197_0008,speaker197_0008,1,28,1
259,259,speaker328_0001,speaker139_0009,0,39,0
260,260,speaker116_0000,speaker116_0000,0,12,0
261,261,speaker282_0010,speaker282_0010,1,94,1
262,262,speaker310_0007,speaker310_0005,0,11,0
263,263,speaker005_0023,speaker005_0013,0,122,0
264,264,speaker210_0002,speaker210_0002,0,70,0
265,265,speaker295_0000,speaker295_0000,0,127,0
266,266,speaker197_0001,speaker197_0001,0,17,0
267,267,speaker300_0000,speaker300_0000,0,110,0
268,268,speaker006_0022,speaker006_0022,1,49,1
269,269,speaker018_0010,speaker018_0010,1,25,1
270,270,speaker270_0004,speaker249_0000,0,43,0
271,271,speaker188_0001,speaker188_0001,0,111,0
272,272,speaker212_0008,speaker212_0020,0,35,0
273,273,speaker052_0021,speaker052_0003,0,25,0
274,274,speaker014_0002,speaker139_0008,0,110,0
275,275,speaker242_0003,speaker242_0002,0,7,0
276,276,speaker218_0004,speaker218_0004,1,12,1
277,277,speaker116_0000,speaker116_0000,0,3,0
278,278,speaker274_0001,speaker263_0001,0,74,0
279,279,speaker232_0002,speaker232_0002,0,17,0
280,280,speaker309_0001,speaker309_0001,0,71,0
281,281,speaker228_0001,speaker228_0001,1,87,1
282,282,speaker328_0004,speaker159_0000,0,120,0
283,283,speaker062_0002,speaker062_0002,1,75,1
284,284,speaker318_0001,speaker318_0001,1,30,1
285,285,speaker189_0007,speaker189_0007,1,45,1
286,286,speaker299_0000,speaker299_0000,1,86,1
287,287,speaker282_0003,speaker282_0002,0,79,0
288,288,speaker136_0001,speaker136_0000,0,21,0
289,289,speaker274_0001,speaker274_0001,0,12,0
290,290,speaker146_0001,speaker146_0001,1,143,1
291,291,speaker145_0005,speaker138_0024,0,28,0
292,292,speaker310_0001,speaker310_0001,1,6,1
293,293,speaker046_0002,speaker046_0000,0,23,0
294,294,speaker283_0001,speaker283_0004,0,120,0
295,295,speaker134_0001,speaker090_0000,0,17,0
296,296,speaker139_0008,speaker139_0008,1,97,1
297,297,speaker319_0000,speaker319_0000,1,96,1
298,298,speaker047_0012,speaker047_0012,1,54,1
299,299,speaker212_0020,speaker234_0022,0,189,0
300,300,speaker246_0000,speaker188_0000,0,59,0
301,301,speaker235_0002,speaker064_0001,0,40,0
302,302,speaker155_0003,speaker155_0005,0,16,0
303,303,speaker127_0003,speaker127_0003,1,10,1
304,304,speaker261_0000,speaker169_0003,0,9,0
305,305,speaker292_0011,speaker292_0011,1,118,1
306,306,speaker113_0000,speaker113_0000,0,28,0
307,307,speaker204_0002,speaker127_0004,0,5,0
308,308,speaker295_0001,speaker268_0002,0,62,0
309,309,speaker313_0004,speaker313_0004,0,84,0
310,310,speaker077_0003,speaker077_0001,0,40,0
311,311,speaker113_0000,speaker113_0000,1,8,1
312,312,speaker059_0001,speaker059_0001,1,33,1
313,313,speaker247_0004,speaker247_0004,1,30,1
314,314,speaker207_0003,speaker207_0003,1,48,1
315,315,speaker246_0000,speaker246_0000,1,33,1
316,316,speaker057_0027,speaker057_0027,1,35,1
317,317,speaker052_0009,speaker052_0009,1,11,1
318,318,speaker254_0001,speaker254_0001,1,174,1
319,319,speaker212_0006,speaker212_0006,1,40,1
320,320,speaker224_0002,speaker224_0002,1,14,1
321,321,speaker207_0002,speaker207_0002,1,19,1
322,322,speaker319_0001,speaker319_0000,0,48,0
323,323,speaker272_0000,speaker272_0000,1,8,1
324,324,speaker150_0000,speaker150_0002,0,14,0
325,325,speaker116_0000,speaker116_0000,1,13,1
326,326,speaker267_0001,speaker267_0001,0,9,0
327,327,speaker014_0018,speaker014_0004,0,7,0
328,328,speaker300_0000,speaker141_0002,0,122,0
329,329,speaker148_0001,speaker148_0000,0,27,0
330,330,speaker196_0001,speaker196_0001,1,11,1
331,331,speaker272_0001,speaker272_0002,0,58,0
332,332,speaker109_0001,speaker282_0006,0,25,0
333,333,speaker092_0000,speaker092_0000,1,10,1
334,334,speaker274_0008,speaker274_0008,1,58,1
335,335,speaker303_0005,speaker303_0005,1,85,1
336,336,speaker291_0002,speaker291_0002,1,50,1
337,337,speaker139_0008,speaker139_0006,0,23,0
338,338,speaker249_0000,speaker249_0000,1,39,1
339,339,speaker138_0013,speaker138_0013,1,9,1
340,340,speaker299_0005,speaker299_0001,0,97,0
341,341,speaker049_0029,speaker049_0029,0,46,0
342,342,speaker040_0001,speaker278_0000,0,13,0
343,343,speaker282_0013,speaker282_0013,1,31,1
344,344,speaker110_0000,speaker110_0000,1,2,1
345,345,speaker102_0001,speaker102_0001,1,37,1
346,346,speaker116_0000,speaker116_0000,0,48,0
347,347,speaker188_0007,speaker188_0007,0,31,0
348,348,speaker062_0003,speaker062_0003,0,27,0
349,349,speaker199_0005,speaker199_0005,1,54,1
350,350,speaker228_0001,speaker228_0001,1,50,0
351,351,speaker159_0000,speaker159_0000,1,24,1
352,352,speaker014_0015,speaker014_0015,1,92,1
353,353,speaker185_0011,speaker185_0011,0,3,0
354,354,speaker218_0003,speaker218_0005,0,7,0
355,355,speaker069_0003,speaker046_0004,0,3,0
356,356,speaker095_0000,speaker095_0000,1,120,1
357,357,speaker052_0005,speaker306_0001,0,47,0
358,358,speaker210_0002,speaker210_0000,0,23,0
359,359,speaker234_0001,speaker234_0001,1,71,1
360,360,speaker261_0000,speaker261_0000,1,4,1
361,361,speaker049_0016,speaker049_0016,1,74,1
362,362,speaker092_0000,speaker092_0001,0,3,0
363,363,speaker166_0009,speaker166_0009,1,25,1
364,364,speaker263_0000,speaker263_0000,1,40,0
365,365,speaker144_0002,speaker144_0002,1,14,1
366,366,speaker299_0004,speaker299_0004,1,91,0
367,367,speaker062_0001,speaker062_0001,0,24,0
368,368,speaker274_0002,speaker274_0002,1,54,1
369,369,speaker090_0000,speaker090_0000,0,35,0
370,370,speaker046_0002,speaker046_0007,0,6,0
371,371,speaker076_0003,speaker076_0004,0,4,0
372,372,speaker061_0031,speaker061_0022,0,83,0
373,373,speaker040_0011,speaker040_0011,1,138,1
374,374,speaker316_0007,speaker316_0000,0,15,0
375,375,speaker166_0006,speaker166_0006,1,5,1
376,376,speaker298_0007,speaker298_0003,0,7,0
377,377,speaker328_0001,speaker328_0001,1,35,1
378,378,speaker061_0014,speaker061_0014,1,7,1
379,379,speaker047_0006,speaker047_0020,0,10,0
380,380,speaker235_0000,speaker235_0002,0,12,0
381,381,speaker111_0002,speaker064_0001,0,158,0
382,382,speaker047_0023,speaker047_0023,1,15,1
383,383,speaker318_0000,speaker318_0000,0,66,0
384,384,speaker076_0003,speaker076_0003,1,90,1
385,385,speaker224_0034,speaker224_0034,1,130,1
386,386,speaker272_0002,speaker272_0002,1,63,1
387,387,speaker076_0003,speaker076_0003,0,25,0
388,388,speaker313_0008,speaker313_0008,1,69,1
389,389,speaker090_0000,speaker212_0001,0,133,0
390,390,speaker144_0001,speaker144_0003,0,59,0
391,391,speaker113_0000,speaker113_0000,1,38,1
392,392,speaker016_0000,speaker016_0000,1,48,1
393,393,speaker069_0002,speaker199_0006,0,153,0
394,394,speaker319_0001,speaker319_0000,0,74,0
395,395,speaker274_0015,speaker309_0003,0,109,0
396,396,speaker196_0000,speaker196_0000,1,48,1
397,397,speaker139_0006,speaker066_0004,0,22,0
398,398,speaker282_0006,speaker282_0006,1,79,1
399,399,speaker296_0004,speaker296_0004,1,20,1
400,400,speaker303_0002,speaker274_0017,0,101,0
401,401,speaker310_0000,speaker310_0007,0,43,0
402,402,speaker198_0002,speaker198_0001,0,47,0
403,403,speaker014_0014,speaker014_0000,0,46,0
404,404,speaker228_0001,speaker228_0001,1,108,1
405,405,speaker204_0002,speaker204_0002,0,49,0
406,406,speaker005_0011,speaker005_0011,0,13,0
407,407,speaker144_0001,speaker144_0003,0,10,0
408,408,speaker232_0002,speaker232_0002,1,12,1
409,409,speaker302_0002,speaker302_0002,1,13,1
410,410,speaker292_0014,speaker292_0014,0,35,0
411,411,speaker090_0000,speaker257_0005,0,82,0
412,412,speaker039_0003,speaker039_0003,1,4,1
413,413,speaker290_0001,speaker290_0001,1,76,1
414,414,speaker185_0008,speaker185_0008,0,45,0
415,415,speaker191_0031,speaker074_0009,0,133,0
416,416,speaker116_0000,speaker116_0000,1,19,1
417,417,speaker232_0001,speaker232_0001,0,50,0
418,418,speaker136_0000,speaker189_0009,0,7,0
419,419,speaker184_0006,speaker168_0000,0,17,0
420,420,speaker141_0005,speaker141_0000,0,11,0
421,421,speaker094_0003,speaker094_0003,1,87,1
422,422,speaker143_0013,speaker143_0013,1,51,1
423,423,speaker169_0005,speaker169_0005,1,12,1
424,424,speaker207_0003,speaker207_0003,1,3,1
425,425,speaker118_0000,speaker118_0000,0,49,0
426,426,speaker059_0001,speaker059_0001,1,62,1
427,427,speaker057_0010,speaker103_0005,0,20,0
428,428,speaker004_0033,speaker004_0033,1,7,1
429,429,speaker291_0003,speaker291_0003,1,7,1
430,430,speaker291_0002,speaker291_0002,0,64,0
431,431,speaker064_0001,speaker064_0001,0,7,0
432,432,speaker052_0023,speaker141_0003,0,29,0
433,433,speaker143_0006,speaker143_0006,1,20,1
434,434,speaker112_0000,speaker112_0000,1,42,1
435,435,speaker039_0000,speaker039_0004,0,19,0
436,436,speaker047_0008,speaker047_0008,1,45,1
437,437,speaker110_0000,speaker197_0009,0,23,0
438,438,speaker147_0000,speaker147_0000,0,28,0
439,439,speaker210_0001,speaker210_0001,1,65,1
440,440,speaker106_0000,speaker106_0000,1,26,1
441,441,speaker292_0005,speaker292_0000,0,86,0
442,442,speaker005_0033,speaker005_0033,0,1,0
443,443,speaker184_0009,speaker184_0009,1,8,1
444,444,speaker246_0001,speaker246_0001,0,3,0
445,445,speaker163_0002,speaker314_0006,0,20,0
446,446,speaker218_0003,speaker218_0003,1,12,1
447,447,speaker094_0007,speaker094_0007,1,9,1
448,448,speaker064_0001,speaker064_0001,0,41,0
449,449,speaker306_0003,speaker014_0019,0,132,0
450,450,speaker270_0006,speaker270_0006,1,82,1
451,451,speaker116_0000,speaker116_0000,1,27,1
452,452,speaker139_0004,speaker139_0004,1,21,1
453,453,speaker328_0002,speaker328_0002,1,38,1
454,454,speaker134_0002,speaker134_0002,1,11,1
455,455,speaker228_0001,speaker228_0001,0,39,0
456,456,speaker005_0025,speaker005_0025,1,19,1
457,457,speaker257_0009,speaker257_0004,0,86,0
458,458,speaker046_0003,speaker249_0000,0,3,0
459,459,speaker242_0001,speaker235_0000,0,28,0
460,460,speaker274_0006,speaker274_0006,1,49,1
461,461,speaker111_0001,speaker111_0001,0,20,0
462,462,speaker074_0010,speaker074_0010,1,47,0
463,463,speaker292_0003,speaker292_0003,0,34,0
464,464,speaker197_0010,speaker197_0010,0,36,0
465,465,speaker208_0021,speaker208_0021,1,10,1
466,466,speaker155_0001,speaker155_0001,0,53,0
467,467,speaker126_0002,speaker126_0002,1,31,0
468,468,speaker168_0000,speaker168_0000,1,2,1
469,469,speaker185_0004,speaker185_0004,1,5,1
470,470,speaker285_0005,speaker285_0005,1,31,0
471,471,speaker249_0000,speaker249_0000,1,12,1
472,472,speaker049_0025,speaker049_0025,1,100,0
473,473,speaker254_0004,speaker254_0004,0,55,0
474,474,speaker047_0013,speaker047_0020,0,36,0
475,475,speaker106_0001,speaker106_0001,1,142,1
476,476,speaker230_0005,speaker230_0005,1,90,1
477,477,speaker136_0000,speaker136_0000,1,42,1
478,478,speaker201_0001,speaker201_0001,0,13,0
479,479,speaker292_0015,speaker292_0015,0,13,0
480,480,speaker136_0000,speaker136_0001,0,22,0
481,481,speaker185_0005,speaker242_0003,0,51,0
482,482,speaker235_0002,speaker235_0002,0,46,0
483,483,speaker106_0004,speaker106_0004,0,9,0
484,484,speaker189_0004,speaker189_0004,1,51,1
485,485,speaker155_0005,speaker155_0005,1,79,1
486,486,speaker071_0001,speaker163_0003,0,143,0
487,487,speaker247_0001,speaker247_0001,1,30,1
488,488,speaker292_0008,speaker292_0008,1,50,1
489,489,speaker005_0039,speaker282_0002,0,92,0
490,490,speaker169_0003,speaker169_0003,0,18,0
491,491,speaker103_0004,speaker103_0004,1,54,1
492,492,speaker313_0002,speaker313_0002,0,4,0
493,493,speaker283_0004,speaker016_0007,0,69,0
494,494,speaker039_0000,speaker039_0000,1,18,1
495,495,speaker106_0000,speaker106_0000,1,234,1
496,496,speaker068_0015,speaker068_0015,1,29,1
497,497,speaker303_0000,speaker303_0000,1,59,1
498,498,speaker313_0008,speaker313_0008,1,79,1
499,499,speaker102_0001,speaker102_0001,0,29,0
500,500,speaker249_0000,speaker249_0000,0,38,0
501,501,speaker295_0000,speaker263_0001,0,16,0
502,502,speaker254_0003,speaker254_0003,1,12,1
503,503,speaker028_0007,speaker028_0007,0,1,0
504,504,speaker169_0005,speaker169_0005,1,2,1
505,505,speaker149_0000,speaker149_0000,0,2,0
506,506,speaker273_0005,speaker273_0005,0,17,0
507,507,speaker302_0002,speaker302_0002,0,55,0
508,508,speaker256_0003,speaker256_0003,1,4,1
509,509,speaker113_0000,speaker136_0001,0,25,0
510,510,speaker136_0001,speaker136_0001,1,59,1
511,511,speaker247_0011,speaker247_0011,1,38,1
512,512,speaker018_0003,speaker018_0003,0,30,0
513,513,speaker300_0001,speaker300_0001,1,84,1
514,514,speaker018_0004,speaker018_0004,1,66,1
515,515,speaker055_0011,speaker055_0011,0,9,0
516,516,speaker069_0000,speaker069_0000,1,6,0
517,517,speaker136_0000,speaker136_0001,0,4,0
518,518,speaker321_0002,speaker321_0002,1,13,1
519,519,speaker004_0014,speaker004_0018,0,25,0
520,520,speaker076_0003,speaker076_0003,1,30,1
521,521,speaker228_0001,speaker228_0001,1,91,1
522,522,speaker090_0000,speaker090_0000,1,93,1
523,523,speaker169_0005,speaker169_0005,1,4,1
524,524,speaker185_0000,speaker185_0000,1,140,1
525,525,speaker316_0009,speaker316_0009,1,127,1
526,526,speaker201_0012,speaker201_0012,1,11,1
527,527,speaker314_0005,speaker314_0005,1,106,1
528,528,speaker102_0001,speaker102_0001,1,24,1
529,529,speaker164_0003,speaker208_0032,0,16,0
530,530,speaker135_0000,speaker135_0001,0,45,0
531,531,speaker055_0026,speaker055_0026,0,62,0
532,532,speaker256_0000,speaker256_0000,1,60,1
533,533,speaker188_0008,speaker188_0001,0,250,0
534,534,speaker193_0002,speaker046_0006,0,14,0
535,535,speaker168_0002,speaker168_0002,1,43,1
