,Unnamed: 0,video,audio,label,center,pred,posScore
81,81,speaker317_0001,speaker317_0001,1,46,0,0.021417975
82,82,speaker179_0008,speaker097_0001,0,27,0,0.00018508596
83,83,speaker172_0002,speaker172_0002,1,64,1,0.99727386
84,84,speaker206_0007,speaker206_0007,1,16,0,0.36675406
85,85,speaker236_0000,speaker236_0000,1,39,0,0.00060331845
86,86,speaker125_0000,speaker125_0000,1,53,0,0.24955975
87,87,speaker286_0001,speaker286_0001,1,42,1,0.934411
88,88,speaker178_0002,speaker178_0002,0,15,0,0.00012733588
89,89,speaker317_0000,speaker317_0000,0,72,0,0.0001394601
90,90,speaker317_0005,speaker317_0002,0,93,1,0.7410887
91,91,speaker209_0003,speaker209_0004,0,50,0,8.512749e-05
92,92,speaker130_0000,speaker130_0000,1,5,1,0.9989884
93,93,speaker075_0005,speaker075_0005,1,12,0,0.094200686
94,94,speaker322_0001,speaker322_0002,0,101,0,7.623948e-05
95,95,speaker030_0005,speaker030_0005,1,78,0,0.072531976
96,96,speaker128_0000,speaker091_0012,0,47,0,9.1245245e-05
97,97,speaker186_0013,speaker036_0034,0,4,0,9.212075e-05
98,98,speaker079_0000,speaker097_0000,0,4,0,0.00013232692
99,99,speaker131_0001,speaker308_0006,0,2,0,0.00014410322
100,100,speaker156_0000,speaker156_0000,1,120,1,0.9991741
101,101,speaker015_0003,speaker015_0003,1,36,1,0.91875947
102,102,speaker108_0000,speaker108_0000,1,11,1,0.9876904
103,103,speaker271_0001,speaker271_0001,1,84,1,0.78078663
104,104,speaker183_0000,speaker183_0000,1,24,1,0.9764269
105,105,speaker177_0002,speaker192_0019,0,48,0,0.0002393668
106,106,speaker248_0005,speaker248_0005,1,21,0,0.009971591
107,107,speaker037_0042,speaker037_0042,1,127,1,0.9197915
108,108,speaker180_0002,speaker180_0002,0,12,0,0.00014694667
109,109,speaker209_0000,speaker209_0004,0,100,0,9.229228e-05
110,110,speaker320_0002,speaker320_0003,0,117,0,0.00022441744
111,111,speaker035_0000,speaker035_0000,1,14,0,0.41850197
112,112,speaker206_0003,speaker277_0012,0,45,0,0.00014572038
113,113,speaker259_0002,speaker259_0002,1,5,1,0.9899885
114,114,speaker332_0000,speaker332_0001,0,21,0,0.00012002839
115,115,speaker123_0001,speaker123_0001,1,0,1,0.9977965
116,116,speaker122_0000,speaker122_0000,1,53,1,0.6226232
117,117,speaker289_0000,speaker289_0000,1,3,1,0.9889751
118,118,speaker153_0007,speaker153_0007,0,51,0,0.00070512696
119,119,speaker053_0000,speaker053_0000,0,13,0,7.441235e-05
120,120,speaker175_0000,speaker175_0002,0,46,0,8.286789e-05
121,121,speaker203_0006,speaker085_0000,0,28,0,0.00017994999
122,122,speaker171_0004,speaker171_0004,0,40,0,0.00020696575
123,123,speaker206_0005,speaker206_0005,1,13,1,0.86921316
124,124,speaker044_0018,speaker044_0018,1,84,1,0.9402223
125,125,speaker333_0000,speaker181_0002,0,24,0,9.940442e-05
126,126,speaker334_0000,speaker078_0001,0,23,0,8.358018e-05
127,127,speaker162_0000,speaker161_0003,0,23,0,8.1332335e-05
128,128,speaker329_0006,speaker329_0006,1,47,1,0.94598293
129,129,speaker229_0000,speaker220_0011,0,27,0,9.3409464e-05
130,130,speaker160_0001,speaker160_0000,0,70,0,0.0027399533
131,131,speaker265_0001,speaker265_0002,0,27,0,8.1556755e-05
132,132,speaker211_0000,speaker211_0002,0,34,0,9.8947916e-05
133,133,speaker276_0003,speaker276_0003,0,103,0,0.38674593
134,134,speaker325_0009,speaker325_0009,1,115,1,0.99524
135,135,speaker322_0001,speaker190_0001,0,21,0,0.00033969272
136,136,speaker220_0001,speaker220_0001,1,44,0,0.045844603
137,137,speaker202_0000,speaker202_0010,0,22,0,0.0002250905
138,138,speaker320_0005,speaker320_0005,1,110,1,0.6267565
139,139,speaker078_0001,speaker178_0001,0,58,0,0.0005960594
140,140,speaker245_0001,speaker245_0001,1,16,0,0.00039545938
141,141,speaker236_0000,speaker236_0000,1,111,0,0.010869256
142,142,speaker259_0003,speaker259_0000,0,78,0,0.0007066377
143,143,speaker063_0015,speaker063_0015,1,16,0,0.25993392
144,144,speaker108_0000,speaker108_0000,1,14,0,0.029906863
145,145,speaker225_0000,speaker225_0000,1,102,1,0.853585
146,146,speaker063_0006,speaker063_0006,0,14,0,0.00026682616
147,147,speaker181_0001,speaker181_0001,1,27,0,0.011152469
148,148,speaker327_0007,speaker327_0005,0,209,0,8.720243e-05
149,149,speaker053_0004,speaker053_0004,1,22,1,0.9915623
150,150,speaker179_0002,speaker179_0009,0,39,0,8.23508e-05
151,151,speaker177_0001,speaker177_0001,1,5,0,0.10505807
152,152,speaker244_0000,speaker244_0000,1,5,1,0.9993093
153,153,speaker079_0000,speaker079_0000,1,45,1,0.9947466
154,154,speaker237_0003,speaker237_0003,1,14,0,0.005845547
155,155,speaker288_0010,speaker252_0014,0,21,0,0.00011009933
156,156,speaker037_0048,speaker037_0048,1,40,1,0.8336036
157,157,speaker038_0008,speaker038_0033,0,14,0,0.00011271681
158,158,speaker079_0000,speaker079_0000,1,51,1,0.99856114
159,159,speaker277_0011,speaker277_0011,1,36,1,0.9992415
160,160,speaker053_0000,speaker053_0000,1,47,1,0.9987794
161,161,speaker333_0002,speaker333_0002,0,23,0,7.8521145e-05
162,162,speaker266_0000,speaker266_0000,0,80,0,0.00052985566
163,163,speaker294_0001,speaker294_0001,1,24,1,0.998936
164,164,speaker221_0005,speaker221_0005,1,28,1,0.99532807
165,165,speaker307_0004,speaker307_0004,1,9,1,0.9945236
166,166,speaker304_0004,speaker304_0004,1,25,1,0.8423021
167,167,speaker096_0001,speaker096_0003,0,2,0,0.00040586956
168,168,speaker281_0012,speaker281_0049,0,53,0,0.3977608
169,169,speaker120_0001,speaker120_0001,1,24,0,0.003200895
170,170,speaker307_0000,speaker307_0003,0,71,0,0.00027911464
171,171,speaker259_0003,speaker259_0000,0,8,0,0.00011323068
172,172,speaker172_0006,speaker172_0007,0,70,0,0.00033740557
173,173,speaker044_0022,speaker044_0014,0,44,0,9.312903e-05
174,174,speaker222_0011,speaker072_0000,0,89,0,0.00017284277
175,175,speaker078_0001,speaker327_0009,0,5,0,8.620629e-05
176,176,speaker233_0005,speaker233_0015,0,66,0,0.0034758293
177,177,speaker170_0002,speaker170_0002,0,12,0,0.0015650998
178,178,speaker190_0001,speaker190_0005,0,144,0,0.00014406681
179,179,speaker079_0000,speaker079_0000,1,18,1,0.97603947
180,180,speaker034_0016,speaker034_0016,1,22,1,0.9990663
181,181,speaker063_0001,speaker063_0001,0,49,0,0.00010199799
182,182,speaker221_0007,speaker221_0007,1,132,1,0.8331938
183,183,speaker294_0000,speaker294_0000,1,14,0,0.2113814
184,184,speaker181_0000,speaker181_0000,1,45,1,0.73004556
185,185,speaker054_0006,speaker054_0006,1,36,1,0.9867805
186,186,speaker181_0000,speaker181_0000,1,6,0,0.22927573
187,187,speaker200_0001,speaker200_0001,1,51,1,0.97491384
188,188,speaker323_0006,speaker323_0006,1,68,1,0.9975855
189,189,speaker233_0003,speaker233_0003,1,42,1,0.9910334
190,190,speaker195_0003,speaker195_0003,1,16,0,0.19947605
191,191,speaker035_0008,speaker085_0000,0,12,0,9.1060116e-05
192,192,speaker117_0000,speaker117_0000,1,42,0,0.0007383947
193,193,speaker233_0015,speaker233_0006,0,183,0,0.0004210673
194,194,speaker233_0015,speaker233_0015,1,29,0,0.33657706
195,195,speaker301_0003,speaker301_0003,0,105,0,0.0016877577
196,196,speaker271_0017,speaker091_0000,0,19,0,0.00010045033
197,197,speaker317_0005,speaker317_0002,0,98,0,7.652936e-05
198,198,speaker245_0000,speaker245_0000,1,15,1,0.5483817
199,199,speaker036_0016,speaker034_0016,0,95,0,0.00018449317
200,200,speaker104_0003,speaker104_0003,0,24,0,0.01582722
201,201,speaker120_0000,speaker120_0000,1,29,1,0.97604704
202,202,speaker131_0000,speaker131_0000,1,12,0,0.00091710297
203,203,speaker101_0001,speaker101_0001,1,36,1,0.9774375
204,204,speaker286_0004,speaker286_0000,0,39,0,0.0001918862
205,205,speaker154_0007,speaker171_0001,0,41,0,0.00010709122
206,206,speaker008_0016,speaker008_0016,1,198,1,0.99012345
207,207,speaker072_0000,speaker190_0002,0,56,0,0.00014433754
208,208,speaker167_0000,speaker167_0000,0,15,0,0.00011063728
209,209,speaker036_0009,speaker151_0000,0,18,0,0.00015089115
210,210,speaker153_0002,speaker195_0003,0,39,0,7.533898e-05
211,211,speaker209_0003,speaker209_0003,1,62,1,0.65707994
212,212,speaker105_0000,speaker105_0000,0,28,0,0.04229039
213,213,speaker214_0002,speaker214_0002,1,26,1,0.9949699
214,214,speaker245_0000,speaker245_0000,1,3,0,0.314658
215,215,speaker123_0001,speaker123_0002,0,11,0,0.00080202764
216,216,speaker151_0002,speaker151_0002,1,1,1,0.76301795
217,217,speaker157_0004,speaker157_0003,0,44,0,0.00017389595
218,218,speaker063_0025,speaker063_0008,0,110,0,0.00030795357
219,219,speaker172_0006,speaker172_0006,1,8,1,0.48269516
220,220,speaker154_0002,speaker129_0000,0,25,0,0.00033366066
221,221,speaker041_0005,speaker288_0007,0,40,0,7.895149e-05
222,222,speaker221_0005,speaker221_0005,0,40,0,0.0001305194
223,223,speaker315_0011,speaker315_0011,0,59,0,8.122979e-05
224,224,speaker209_0004,speaker209_0004,1,83,0,0.057245366
225,225,speaker286_0004,speaker286_0004,1,44,1,0.5482513
226,226,speaker083_0000,speaker170_0003,0,144,0,0.00017066952
227,227,speaker104_0003,speaker104_0004,0,137,0,0.00015078222
228,228,speaker275_0008,speaker120_0000,0,116,0,0.00016851793
229,229,speaker044_0024,speaker044_0024,1,138,1,0.90813994
230,230,speaker241_0005,speaker203_0003,0,36,0,9.008347e-05
231,231,speaker158_0002,speaker158_0002,0,107,0,8.603024e-05
232,232,speaker251_0004,speaker251_0011,0,136,0,0.00017775956
233,233,speaker334_0003,speaker334_0003,1,56,1,0.9986624
234,234,speaker142_0003,speaker091_0012,0,84,0,0.00017821512
235,235,speaker269_0000,speaker269_0000,1,43,0,0.3144955
236,236,speaker244_0000,speaker133_0000,0,41,0,0.0002472398
237,237,speaker015_0035,speaker015_0035,0,87,0,0.0005450667
238,238,speaker244_0000,speaker244_0000,1,44,0,0.24880192
239,239,speaker044_0024,speaker044_0007,0,45,0,8.700454e-05
240,240,speaker160_0000,speaker160_0001,0,21,0,0.024013417
241,241,speaker288_0013,speaker288_0013,1,83,1,0.9015063
242,242,speaker179_0005,speaker179_0005,1,24,1,0.9791868
243,243,speaker157_0000,speaker157_0000,1,0,1,0.99943954
244,244,speaker104_0000,speaker104_0000,1,30,0,0.0014116084
245,245,speaker195_0002,speaker133_0000,0,12,0,9.33595e-05
246,246,speaker334_0000,speaker334_0004,0,24,0,9.828118e-05
247,247,speaker067_0000,speaker067_0001,0,67,0,0.00044500604
248,248,speaker301_0001,speaker243_0001,0,27,0,0.0025035064
249,249,speaker245_0001,speaker167_0001,0,63,0,8.394247e-05
250,250,speaker083_0000,speaker083_0000,1,95,1,0.5099699
251,251,speaker015_0026,speaker015_0014,0,78,0,0.000106412954
252,252,speaker255_0002,speaker260_0000,0,26,0,7.509577e-05
253,253,speaker329_0000,speaker329_0000,1,44,1,0.9962252
254,254,speaker245_0001,speaker044_0020,0,56,0,0.000100447236
255,255,speaker070_0003,speaker070_0003,1,46,0,0.0028623086
256,256,speaker067_0000,speaker067_0000,1,115,1,0.91954833
257,257,speaker120_0000,speaker120_0000,1,70,0,0.0015371612
258,258,speaker251_0012,speaker251_0012,1,30,1,0.783993
259,259,speaker151_0001,speaker151_0000,0,13,0,0.00070804823
260,260,speaker133_0003,speaker133_0003,0,60,0,0.00095222716
261,261,speaker181_0002,speaker181_0001,0,12,0,0.00010304594
262,262,speaker156_0000,speaker156_0000,1,240,0,0.00026339965
263,263,speaker317_0003,speaker317_0003,0,42,0,7.95394e-05
264,264,speaker015_0021,speaker038_0002,0,18,0,0.00015128363
265,265,speaker181_0002,speaker137_0003,0,23,0,0.00093061593
266,266,speaker221_0005,speaker221_0005,1,15,1,0.9926924
267,267,speaker255_0002,speaker255_0002,1,52,0,0.0012781114
268,268,speaker099_0011,speaker099_0011,1,21,0,0.018260539
269,269,speaker288_0009,speaker288_0009,1,2,1,0.9936037
270,270,speaker244_0000,speaker244_0000,1,32,0,0.0036391418
271,271,speaker289_0000,speaker289_0000,0,8,0,0.000100924706
272,272,speaker326_0024,speaker326_0030,0,46,0,0.00011382958
273,273,speaker133_0002,speaker133_0002,1,20,0,0.010009835
274,274,speaker182_0000,speaker240_0004,0,31,0,8.12549e-05
275,275,speaker099_0019,speaker244_0000,0,43,0,0.00010525
276,276,speaker140_0002,speaker140_0002,1,29,0,0.20045559
277,277,speaker096_0002,speaker096_0002,1,117,0,0.21717106
278,278,speaker260_0016,speaker260_0016,0,11,0,0.00012540122
279,279,speaker075_0004,speaker075_0010,0,47,0,0.00010362422
280,280,speaker276_0001,speaker276_0001,1,26,1,0.8855728
281,281,speaker322_0000,speaker322_0000,0,194,0,8.419894e-05
282,282,speaker271_0010,speaker245_0000,0,34,0,0.00013026335
283,283,speaker123_0000,speaker123_0001,0,13,0,7.634649e-05
284,284,speaker324_0005,speaker324_0010,0,55,0,0.019574525
285,285,speaker038_0020,speaker038_0020,1,23,1,0.99934566
286,286,speaker288_0008,speaker288_0008,1,59,1,0.94235367
287,287,speaker075_0003,speaker075_0003,0,32,0,0.03120019
288,288,speaker237_0000,speaker237_0003,0,75,0,7.356286e-05
289,289,speaker035_0051,speaker035_0051,1,121,1,0.9935309
290,290,speaker250_0001,speaker250_0001,1,17,0,0.0011860722
291,291,speaker286_0000,speaker277_0001,0,78,0,8.117319e-05
292,292,speaker333_0001,speaker333_0000,0,33,0,0.00029215726
293,293,speaker036_0011,speaker036_0024,0,26,0,8.417936e-05
294,294,speaker333_0001,speaker333_0002,0,41,0,9.3382965e-05
295,295,speaker182_0001,speaker182_0001,0,21,0,0.0011204426
296,296,speaker266_0000,speaker128_0001,0,44,0,0.00010240374
297,297,speaker329_0007,speaker329_0006,0,53,0,0.00012251221
298,298,speaker203_0005,speaker203_0005,1,76,1,0.9993673
299,299,speaker307_0000,speaker307_0000,1,94,1,0.55126476
300,300,speaker153_0001,speaker153_0001,1,6,1,0.9979115
301,301,speaker030_0010,speaker030_0006,0,46,0,0.0017522476
302,302,speaker243_0004,speaker243_0004,1,10,1,0.966929
303,303,speaker122_0002,speaker122_0002,1,13,0,0.004051641
304,304,speaker241_0001,speaker241_0001,1,0,1,0.9976713
305,305,speaker281_0045,speaker281_0045,1,37,0,0.0106321955
306,306,speaker203_0006,speaker203_0004,0,14,0,0.0002557186
307,307,speaker130_0001,speaker130_0001,0,100,0,0.00017539698
308,308,speaker075_0010,speaker075_0010,0,22,0,0.00060677994
309,309,speaker124_0000,speaker124_0000,1,88,0,0.001239057
310,310,speaker226_0030,speaker226_0030,0,80,0,0.00024716536
311,311,speaker194_0002,speaker194_0002,1,84,0,0.0011770186
312,312,speaker177_0002,speaker177_0001,0,24,0,8.108849e-05
313,313,speaker334_0001,speaker334_0000,0,2,0,0.0012037527
314,314,speaker140_0001,speaker120_0000,0,7,0,0.00010009885
315,315,speaker070_0032,speaker070_0032,1,0,0,0.12881891
316,316,speaker221_0005,speaker221_0005,0,27,0,8.652208e-05
317,317,speaker078_0001,speaker078_0001,1,24,0,0.04766015
318,318,speaker114_0000,speaker114_0000,0,46,0,8.289559e-05
319,319,speaker171_0003,speaker171_0003,0,7,0,9.883016e-05
320,320,speaker289_0003,speaker289_0003,0,23,0,7.9919104e-05
321,321,speaker060_0002,speaker060_0002,1,18,0,0.00084513007
322,322,speaker157_0000,speaker157_0000,1,39,1,0.99843776
323,323,speaker173_0001,speaker173_0002,0,110,0,0.00015162447
324,324,speaker250_0000,speaker250_0000,1,2,0,0.50105333
325,325,speaker175_0001,speaker175_0001,1,111,1,0.9693102
326,326,speaker157_0004,speaker157_0004,1,24,0,0.001621494
327,327,speaker162_0004,speaker162_0004,1,17,1,0.91228306
328,328,speaker114_0000,speaker114_0000,1,28,0,0.00011225111
329,329,speaker195_0005,speaker195_0002,0,104,0,8.065264e-05
330,330,speaker087_0001,speaker087_0001,0,100,0,0.00022158244
331,331,speaker225_0000,speaker225_0000,0,105,0,0.00014292092
332,332,speaker333_0001,speaker333_0001,1,69,0,0.003407768
333,333,speaker171_0003,speaker171_0003,1,31,0,0.01760106
334,334,speaker115_0001,speaker332_0006,0,10,0,0.00015931996
335,335,speaker183_0000,speaker183_0000,1,39,1,0.9855177
336,336,speaker301_0000,speaker301_0000,1,66,0,0.0011784096
337,337,speaker200_0001,speaker200_0001,1,83,0,0.006676426
338,338,speaker180_0003,speaker087_0001,0,57,0,0.0008298944
339,339,speaker133_0001,speaker133_0001,1,29,0,0.25701064
340,340,speaker096_0005,speaker096_0005,1,55,0,0.00015160535
341,341,speaker154_0006,speaker154_0006,0,73,0,0.00010558615
342,342,speaker329_0006,speaker329_0003,0,117,0,0.0006997334
343,343,speaker179_0003,speaker179_0003,1,19,0,0.0005428106
344,344,speaker271_0008,speaker202_0007,0,130,0,0.0016241315
345,345,speaker294_0000,speaker294_0001,0,16,0,0.0015435064
346,346,speaker312_0005,speaker312_0005,0,21,0,0.0014665468
347,347,speaker030_0008,speaker030_0008,1,25,0,0.05792048
348,348,speaker153_0011,speaker153_0011,1,49,1,0.9862246
349,349,speaker173_0004,speaker173_0004,1,76,1,0.9991783
350,350,speaker190_0002,speaker190_0000,0,5,0,7.815582e-05
351,351,speaker222_0011,speaker079_0000,0,12,0,0.00035030872
352,352,speaker130_0003,speaker130_0003,1,11,1,0.9965306
353,353,speaker122_0000,speaker154_0006,0,71,0,0.0001231762
354,354,speaker176_0000,speaker176_0000,1,5,0,0.1987737
355,355,speaker038_0002,speaker038_0002,1,4,1,0.99918944
356,356,speaker202_0004,speaker202_0013,0,56,0,0.0005491432
357,357,speaker281_0020,speaker281_0020,1,10,1,0.8930333
358,358,speaker186_0005,speaker186_0002,0,12,0,8.7400505e-05
359,359,speaker326_0015,speaker289_0000,0,106,0,0.018175254
360,360,speaker151_0001,speaker151_0001,1,23,1,0.94560695
361,361,speaker128_0000,speaker128_0000,1,34,1,0.9990712
362,362,speaker137_0000,speaker176_0000,0,0,0,0.00020644198
363,363,speaker125_0000,speaker125_0000,0,59,0,0.0057542888
364,364,speaker240_0006,speaker240_0006,1,20,0,0.012523038
365,365,speaker221_0005,speaker221_0005,1,38,1,0.99806446
366,366,speaker229_0001,speaker229_0001,0,5,0,8.251989e-05
367,367,speaker124_0000,speaker124_0000,1,89,0,0.0008820855
368,368,speaker120_0000,speaker120_0000,1,94,1,0.9984096
369,369,speaker130_0001,speaker130_0000,0,99,0,0.0017032882
370,370,speaker044_0001,speaker044_0001,1,23,1,0.9853916
371,371,speaker323_0007,speaker323_0000,0,146,0,0.0007321556
372,372,speaker041_0002,speaker041_0002,1,27,1,0.9957518
373,373,speaker250_0001,speaker250_0001,0,3,0,0.00039720794
374,374,speaker128_0000,speaker128_0000,1,15,1,0.8625209
375,375,speaker162_0002,speaker162_0002,1,30,1,0.72614425
376,376,speaker120_0001,speaker120_0001,1,34,0,0.11316855
377,377,speaker241_0004,speaker241_0004,1,0,1,0.99913365
378,378,speaker078_0001,speaker078_0001,1,45,0,0.01453908
379,379,speaker173_0010,speaker173_0010,0,4,0,8.0523445e-05
380,380,speaker266_0000,speaker266_0000,1,79,0,0.033649106
381,381,speaker060_0000,speaker060_0001,0,68,0,0.00034895277
382,382,speaker036_0033,speaker036_0033,1,28,1,0.9985009
383,383,speaker035_0056,speaker035_0056,1,39,1,0.99472165
384,384,speaker308_0007,speaker308_0007,1,1,1,0.99508536
385,385,speaker237_0003,speaker312_0011,0,32,0,0.0050042546
386,386,speaker151_0000,speaker151_0002,0,1,0,0.0002449211
387,387,speaker101_0003,speaker101_0003,0,9,0,0.0002461165
388,388,speaker044_0029,speaker044_0029,1,8,1,0.999268
389,389,speaker172_0003,speaker079_0000,0,5,0,7.9984085e-05
390,390,speaker097_0002,speaker097_0002,1,21,0,0.10422916
391,391,speaker030_0015,speaker030_0015,1,22,0,0.00034893263
392,392,speaker243_0002,speaker243_0002,1,130,0,0.2542953
393,393,speaker182_0001,speaker182_0000,0,14,0,0.00017847524
394,394,speaker182_0001,speaker182_0000,0,39,0,8.444518e-05
395,395,speaker183_0000,speaker183_0000,1,36,1,0.5144322
396,396,speaker243_0000,speaker243_0000,1,42,0,0.020500679
397,397,speaker237_0005,speaker237_0005,0,17,0,9.769698e-05
398,398,speaker214_0002,speaker214_0002,0,24,0,0.009144029
399,399,speaker194_0003,speaker277_0012,0,34,0,0.0003566394
400,400,speaker194_0002,speaker194_0002,0,51,0,9.4777206e-05
401,401,speaker221_0006,speaker233_0000,0,3,0,0.00014015647
402,402,speaker250_0002,speaker250_0002,0,36,0,9.22876e-05
403,403,speaker266_0000,speaker266_0000,1,107,0,0.47523257
404,404,speaker089_0000,speaker289_0003,0,52,0,0.00019891481
405,405,speaker179_0011,speaker179_0011,1,83,1,0.9980619
406,406,speaker131_0001,speaker131_0001,0,19,0,8.884369e-05
407,407,speaker157_0004,speaker157_0004,1,45,1,0.99748427
408,408,speaker041_0029,speaker041_0016,0,19,0,7.564007e-05
409,409,speaker320_0002,speaker320_0002,0,136,0,0.0002912056
410,410,speaker084_0000,speaker084_0000,1,16,0,0.1561473
411,411,speaker182_0000,speaker182_0000,0,27,0,9.205811e-05
412,412,speaker097_0000,speaker097_0000,0,22,0,0.000103548635
413,413,speaker115_0000,speaker115_0001,0,17,0,0.00064138416
414,414,speaker171_0003,speaker171_0003,1,23,0,0.5067284
415,415,speaker231_0001,speaker231_0001,0,119,0,9.160532e-05
416,416,speaker333_0000,speaker333_0000,1,19,0,0.00039591547
417,417,speaker101_0001,speaker091_0008,0,8,0,8.316951e-05
418,418,speaker213_0002,speaker213_0002,1,89,1,0.9994197
419,419,speaker229_0001,speaker229_0001,0,36,0,0.0030962352
420,420,speaker304_0018,speaker304_0018,0,18,0,9.0525784e-05
421,421,speaker120_0001,speaker120_0000,0,8,0,8.852552e-05
422,422,speaker244_0000,speaker244_0000,1,67,1,0.9572938
423,423,speaker067_0000,speaker067_0000,1,97,0,0.00027815864
424,424,speaker323_0011,speaker323_0011,1,21,1,0.72577804
425,425,speaker161_0000,speaker240_0004,0,31,0,7.3609386e-05
